Path,Label,LabelInd
FloorGymnastics/v_FloorGymnastics_g23_c04.avi,FloorGymnastics,8
LongJump/v_LongJump_g11_c04.avi,LongJump,12
SalsaSpin/v_SalsaSpin_g20_c02.avi,SalsaSpin,15
HorseRiding/v_HorseRiding_g08_c01.avi,HorseRiding,10
Diving/v_Diving_g17_c04.avi,Diving,6
SalsaSpin/v_SalsaSpin_g16_c01.avi,SalsaSpin,15
PoleVault/v_PoleVault_g23_c04.avi,PoleVault,13
IceDancing/v_IceDancing_g22_c07.avi,IceDancing,11
PoleVault/v_PoleVault_g18_c03.avi,PoleVault,13
BasketballDunk/v_BasketballDunk_g11_c02.avi,BasketballDunk,2
SoccerJuggling/v_SoccerJuggling_g20_c03.avi,SoccerJuggling,19
Skijet/v_Skijet_g12_c03.avi,Skijet,18
Surfing/v_Surfing_g18_c02.avi,Surfing,20
RopeClimbing/v_RopeClimbing_g20_c04.avi,RopeClimbing,14
BasketballDunk/v_BasketballDunk_g19_c03.avi,BasketballDunk,2
CricketBowling/v_CricketBowling_g21_c02.avi,CricketBowling,5
LongJump/v_LongJump_g23_c03.avi,LongJump,12
CliffDiving/v_CliffDiving_g13_c03.avi,CliffDiving,4
GolfSwing/v_GolfSwing_g17_c07.avi,GolfSwing,9
Skijet/v_Skijet_g14_c02.avi,Skijet,18
SoccerJuggling/v_SoccerJuggling_g24_c03.avi,SoccerJuggling,19
GolfSwing/v_GolfSwing_g19_c04.avi,GolfSwing,9
Basketball/v_Basketball_g08_c01.avi,Basketball,1
Surfing/v_Surfing_g17_c01.avi,Surfing,20
SalsaSpin/v_SalsaSpin_g19_c04.avi,SalsaSpin,15
Surfing/v_Surfing_g19_c02.avi,Surfing,20
SkateBoarding/v_SkateBoarding_g21_c02.avi,SkateBoarding,16
SkateBoarding/v_SkateBoarding_g20_c01.avi,SkateBoarding,16
IceDancing/v_IceDancing_g21_c05.avi,IceDancing,11
TrampolineJumping/v_TrampolineJumping_g22_c06.avi,TrampolineJumping,22
TennisSwing/v_TennisSwing_g09_c05.avi,TennisSwing,21
SkateBoarding/v_SkateBoarding_g08_c01.avi,SkateBoarding,16
Biking/v_Biking_g20_c03.avi,Biking,3
Skiing/v_Skiing_g25_c02.avi,Skiing,17
HorseRiding/v_HorseRiding_g23_c02.avi,HorseRiding,10
Skijet/v_Skijet_g16_c01.avi,Skijet,18
FloorGymnastics/v_FloorGymnastics_g19_c01.avi,FloorGymnastics,8
HorseRiding/v_HorseRiding_g22_c04.avi,HorseRiding,10
SoccerJuggling/v_SoccerJuggling_g20_c06.avi,SoccerJuggling,19
Surfing/v_Surfing_g15_c04.avi,Surfing,20
Surfing/v_Surfing_g16_c05.avi,Surfing,20
HorseRiding/v_HorseRiding_g24_c05.avi,HorseRiding,10
WalkingWithDog/v_WalkingWithDog_g12_c01.avi,WalkingWithDog,24
FloorGymnastics/v_FloorGymnastics_g15_c03.avi,FloorGymnastics,8
Diving/v_Diving_g13_c04.avi,Diving,6
GolfSwing/v_GolfSwing_g13_c02.avi,GolfSwing,9
CricketBowling/v_CricketBowling_g21_c01.avi,CricketBowling,5
Basketball/v_Basketball_g10_c05.avi,Basketball,1
VolleyballSpiking/v_VolleyballSpiking_g23_c02.avi,VolleyballSpiking,23
CliffDiving/v_CliffDiving_g11_c05.avi,CliffDiving,4
Fencing/v_Fencing_g09_c04.avi,Fencing,7
SoccerJuggling/v_SoccerJuggling_g17_c07.avi,SoccerJuggling,19
TennisSwing/v_TennisSwing_g25_c02.avi,TennisSwing,21
SkateBoarding/v_SkateBoarding_g21_c01.avi,SkateBoarding,16
Skijet/v_Skijet_g08_c04.avi,Skijet,18
FloorGymnastics/v_FloorGymnastics_g15_c06.avi,FloorGymnastics,8
CricketBowling/v_CricketBowling_g13_c04.avi,CricketBowling,5
GolfSwing/v_GolfSwing_g09_c04.avi,GolfSwing,9
Skijet/v_Skijet_g16_c04.avi,Skijet,18
IceDancing/v_IceDancing_g17_c02.avi,IceDancing,11
SoccerJuggling/v_SoccerJuggling_g21_c04.avi,SoccerJuggling,19
HorseRiding/v_HorseRiding_g25_c01.avi,HorseRiding,10
GolfSwing/v_GolfSwing_g16_c03.avi,GolfSwing,9
FloorGymnastics/v_FloorGymnastics_g24_c02.avi,FloorGymnastics,8
LongJump/v_LongJump_g13_c01.avi,LongJump,12
Fencing/v_Fencing_g20_c04.avi,Fencing,7
VolleyballSpiking/v_VolleyballSpiking_g18_c02.avi,VolleyballSpiking,23
Biking/v_Biking_g25_c01.avi,Biking,3
FloorGymnastics/v_FloorGymnastics_g08_c03.avi,FloorGymnastics,8
HorseRiding/v_HorseRiding_g25_c04.avi,HorseRiding,10
IceDancing/v_IceDancing_g15_c04.avi,IceDancing,11
GolfSwing/v_GolfSwing_g14_c04.avi,GolfSwing,9
VolleyballSpiking/v_VolleyballSpiking_g15_c04.avi,VolleyballSpiking,23
SoccerJuggling/v_SoccerJuggling_g10_c02.avi,SoccerJuggling,19
FloorGymnastics/v_FloorGymnastics_g20_c03.avi,FloorGymnastics,8
WalkingWithDog/v_WalkingWithDog_g21_c02.avi,WalkingWithDog,24
IceDancing/v_IceDancing_g24_c07.avi,IceDancing,11
WalkingWithDog/v_WalkingWithDog_g10_c02.avi,WalkingWithDog,24
IceDancing/v_IceDancing_g16_c02.avi,IceDancing,11
HorseRiding/v_HorseRiding_g09_c06.avi,HorseRiding,10
PoleVault/v_PoleVault_g14_c06.avi,PoleVault,13
TrampolineJumping/v_TrampolineJumping_g16_c02.avi,TrampolineJumping,22
PoleVault/v_PoleVault_g09_c04.avi,PoleVault,13
VolleyballSpiking/v_VolleyballSpiking_g14_c01.avi,VolleyballSpiking,23
Surfing/v_Surfing_g12_c06.avi,Surfing,20
CricketBowling/v_CricketBowling_g17_c02.avi,CricketBowling,5
Basketball/v_Basketball_g24_c01.avi,Basketball,1
WalkingWithDog/v_WalkingWithDog_g08_c03.avi,WalkingWithDog,24
Skijet/v_Skijet_g11_c03.avi,Skijet,18
TennisSwing/v_TennisSwing_g14_c03.avi,TennisSwing,21
BasketballDunk/v_BasketballDunk_g14_c05.avi,BasketballDunk,2
SoccerJuggling/v_SoccerJuggling_g13_c05.avi,SoccerJuggling,19
TennisSwing/v_TennisSwing_g15_c04.avi,TennisSwing,21
BasketballDunk/v_BasketballDunk_g12_c02.avi,BasketballDunk,2
IceDancing/v_IceDancing_g18_c03.avi,IceDancing,11
IceDancing/v_IceDancing_g22_c01.avi,IceDancing,11
SkateBoarding/v_SkateBoarding_g15_c02.avi,SkateBoarding,16
Diving/v_Diving_g15_c02.avi,Diving,6
Diving/v_Diving_g11_c01.avi,Diving,6
SkateBoarding/v_SkateBoarding_g16_c02.avi,SkateBoarding,16
BasketballDunk/v_BasketballDunk_g18_c03.avi,BasketballDunk,2
VolleyballSpiking/v_VolleyballSpiking_g14_c02.avi,VolleyballSpiking,23
GolfSwing/v_GolfSwing_g19_c01.avi,GolfSwing,9
HorseRiding/v_HorseRiding_g11_c06.avi,HorseRiding,10
LongJump/v_LongJump_g25_c03.avi,LongJump,12
Surfing/v_Surfing_g13_c01.avi,Surfing,20
HorseRiding/v_HorseRiding_g24_c07.avi,HorseRiding,10
RopeClimbing/v_RopeClimbing_g18_c03.avi,RopeClimbing,14
BasketballDunk/v_BasketballDunk_g23_c02.avi,BasketballDunk,2
WalkingWithDog/v_WalkingWithDog_g11_c05.avi,WalkingWithDog,24
CricketBowling/v_CricketBowling_g14_c01.avi,CricketBowling,5
BasketballDunk/v_BasketballDunk_g22_c02.avi,BasketballDunk,2
BasketballDunk/v_BasketballDunk_g10_c01.avi,BasketballDunk,2
WalkingWithDog/v_WalkingWithDog_g21_c03.avi,WalkingWithDog,24
CliffDiving/v_CliffDiving_g14_c02.avi,CliffDiving,4
SalsaSpin/v_SalsaSpin_g09_c02.avi,SalsaSpin,15
IceDancing/v_IceDancing_g20_c02.avi,IceDancing,11
RopeClimbing/v_RopeClimbing_g13_c07.avi,RopeClimbing,14
Basketball/v_Basketball_g17_c03.avi,Basketball,1
GolfSwing/v_GolfSwing_g16_c01.avi,GolfSwing,9
FloorGymnastics/v_FloorGymnastics_g10_c01.avi,FloorGymnastics,8
IceDancing/v_IceDancing_g08_c01.avi,IceDancing,11
Skiing/v_Skiing_g18_c02.avi,Skiing,17
PoleVault/v_PoleVault_g15_c02.avi,PoleVault,13
Diving/v_Diving_g10_c05.avi,Diving,6
SalsaSpin/v_SalsaSpin_g25_c01.avi,SalsaSpin,15
Fencing/v_Fencing_g10_c01.avi,Fencing,7
TrampolineJumping/v_TrampolineJumping_g10_c02.avi,TrampolineJumping,22
IceDancing/v_IceDancing_g19_c04.avi,IceDancing,11
IceDancing/v_IceDancing_g20_c01.avi,IceDancing,11
Biking/v_Biking_g10_c03.avi,Biking,3
HorseRiding/v_HorseRiding_g08_c04.avi,HorseRiding,10
Basketball/v_Basketball_g14_c04.avi,Basketball,1
IceDancing/v_IceDancing_g22_c05.avi,IceDancing,11
Diving/v_Diving_g16_c05.avi,Diving,6
CricketBowling/v_CricketBowling_g10_c03.avi,CricketBowling,5
PoleVault/v_PoleVault_g19_c02.avi,PoleVault,13
WalkingWithDog/v_WalkingWithDog_g09_c01.avi,WalkingWithDog,24
CricketBowling/v_CricketBowling_g18_c02.avi,CricketBowling,5
BasketballDunk/v_BasketballDunk_g09_c05.avi,BasketballDunk,2
Diving/v_Diving_g16_c04.avi,Diving,6
CricketBowling/v_CricketBowling_g11_c02.avi,CricketBowling,5
TrampolineJumping/v_TrampolineJumping_g08_c02.avi,TrampolineJumping,22
PoleVault/v_PoleVault_g21_c06.avi,PoleVault,13
Fencing/v_Fencing_g23_c01.avi,Fencing,7
FloorGymnastics/v_FloorGymnastics_g25_c05.avi,FloorGymnastics,8
SalsaSpin/v_SalsaSpin_g24_c05.avi,SalsaSpin,15
Fencing/v_Fencing_g17_c03.avi,Fencing,7
IceDancing/v_IceDancing_g20_c05.avi,IceDancing,11
FloorGymnastics/v_FloorGymnastics_g22_c02.avi,FloorGymnastics,8
IceDancing/v_IceDancing_g10_c06.avi,IceDancing,11
BasketballDunk/v_BasketballDunk_g20_c03.avi,BasketballDunk,2
BasketballDunk/v_BasketballDunk_g13_c04.avi,BasketballDunk,2
SalsaSpin/v_SalsaSpin_g17_c02.avi,SalsaSpin,15
SoccerJuggling/v_SoccerJuggling_g18_c04.avi,SoccerJuggling,19
PoleVault/v_PoleVault_g09_c03.avi,PoleVault,13
RopeClimbing/v_RopeClimbing_g13_c03.avi,RopeClimbing,14
GolfSwing/v_GolfSwing_g10_c02.avi,GolfSwing,9
CricketBowling/v_CricketBowling_g19_c06.avi,CricketBowling,5
CricketBowling/v_CricketBowling_g19_c05.avi,CricketBowling,5
SalsaSpin/v_SalsaSpin_g10_c02.avi,SalsaSpin,15
LongJump/v_LongJump_g09_c02.avi,LongJump,12
GolfSwing/v_GolfSwing_g23_c01.avi,GolfSwing,9
HorseRiding/v_HorseRiding_g23_c03.avi,HorseRiding,10
FloorGymnastics/v_FloorGymnastics_g24_c03.avi,FloorGymnastics,8
FloorGymnastics/v_FloorGymnastics_g14_c01.avi,FloorGymnastics,8
LongJump/v_LongJump_g14_c01.avi,LongJump,12
RopeClimbing/v_RopeClimbing_g23_c03.avi,RopeClimbing,14
LongJump/v_LongJump_g10_c05.avi,LongJump,12
Skiing/v_Skiing_g15_c04.avi,Skiing,17
BasketballDunk/v_BasketballDunk_g11_c01.avi,BasketballDunk,2
HorseRiding/v_HorseRiding_g16_c03.avi,HorseRiding,10
TennisSwing/v_TennisSwing_g17_c03.avi,TennisSwing,21
RopeClimbing/v_RopeClimbing_g19_c07.avi,RopeClimbing,14
SkateBoarding/v_SkateBoarding_g17_c02.avi,SkateBoarding,16
Diving/v_Diving_g20_c04.avi,Diving,6
HorseRiding/v_HorseRiding_g17_c06.avi,HorseRiding,10
Diving/v_Diving_g08_c02.avi,Diving,6
Skijet/v_Skijet_g12_c04.avi,Skijet,18
SkateBoarding/v_SkateBoarding_g11_c04.avi,SkateBoarding,16
TennisSwing/v_TennisSwing_g11_c07.avi,TennisSwing,21
SoccerJuggling/v_SoccerJuggling_g09_c05.avi,SoccerJuggling,19
LongJump/v_LongJump_g22_c02.avi,LongJump,12
Basketball/v_Basketball_g09_c02.avi,Basketball,1
FloorGymnastics/v_FloorGymnastics_g21_c01.avi,FloorGymnastics,8
LongJump/v_LongJump_g19_c02.avi,LongJump,12
Surfing/v_Surfing_g15_c05.avi,Surfing,20
TennisSwing/v_TennisSwing_g21_c03.avi,TennisSwing,21
CricketBowling/v_CricketBowling_g19_c07.avi,CricketBowling,5
GolfSwing/v_GolfSwing_g11_c05.avi,GolfSwing,9
CliffDiving/v_CliffDiving_g09_c06.avi,CliffDiving,4
Basketball/v_Basketball_g15_c02.avi,Basketball,1
WalkingWithDog/v_WalkingWithDog_g18_c02.avi,WalkingWithDog,24
Diving/v_Diving_g08_c04.avi,Diving,6
CricketBowling/v_CricketBowling_g18_c06.avi,CricketBowling,5
SoccerJuggling/v_SoccerJuggling_g10_c01.avi,SoccerJuggling,19
HorseRiding/v_HorseRiding_g18_c03.avi,HorseRiding,10
Biking/v_Biking_g11_c05.avi,Biking,3
HorseRiding/v_HorseRiding_g13_c02.avi,HorseRiding,10
Surfing/v_Surfing_g16_c02.avi,Surfing,20
SoccerJuggling/v_SoccerJuggling_g19_c03.avi,SoccerJuggling,19
CricketBowling/v_CricketBowling_g20_c02.avi,CricketBowling,5
CricketBowling/v_CricketBowling_g14_c05.avi,CricketBowling,5
PoleVault/v_PoleVault_g18_c01.avi,PoleVault,13
Surfing/v_Surfing_g17_c04.avi,Surfing,20
TennisSwing/v_TennisSwing_g15_c06.avi,TennisSwing,21
Diving/v_Diving_g24_c05.avi,Diving,6
Diving/v_Diving_g12_c02.avi,Diving,6
SkateBoarding/v_SkateBoarding_g10_c07.avi,SkateBoarding,16
BasketballDunk/v_BasketballDunk_g12_c04.avi,BasketballDunk,2
Basketball/v_Basketball_g16_c02.avi,Basketball,1
WalkingWithDog/v_WalkingWithDog_g24_c03.avi,WalkingWithDog,24
Surfing/v_Surfing_g16_c04.avi,Surfing,20
CricketBowling/v_CricketBowling_g13_c03.avi,CricketBowling,5
TrampolineJumping/v_TrampolineJumping_g25_c04.avi,TrampolineJumping,22
TennisSwing/v_TennisSwing_g20_c03.avi,TennisSwing,21
HorseRiding/v_HorseRiding_g11_c02.avi,HorseRiding,10
WalkingWithDog/v_WalkingWithDog_g13_c01.avi,WalkingWithDog,24
Basketball/v_Basketball_g19_c02.avi,Basketball,1
GolfSwing/v_GolfSwing_g10_c03.avi,GolfSwing,9
TennisSwing/v_TennisSwing_g08_c03.avi,TennisSwing,21
Diving/v_Diving_g09_c05.avi,Diving,6
Skiing/v_Skiing_g21_c01.avi,Skiing,17
Basketball/v_Basketball_g19_c01.avi,Basketball,1
Diving/v_Diving_g15_c03.avi,Diving,6
GolfSwing/v_GolfSwing_g25_c01.avi,GolfSwing,9
Diving/v_Diving_g22_c04.avi,Diving,6
CliffDiving/v_CliffDiving_g24_c04.avi,CliffDiving,4
IceDancing/v_IceDancing_g08_c04.avi,IceDancing,11
RopeClimbing/v_RopeClimbing_g18_c05.avi,RopeClimbing,14
Skiing/v_Skiing_g10_c01.avi,Skiing,17
PoleVault/v_PoleVault_g21_c04.avi,PoleVault,13
IceDancing/v_IceDancing_g20_c07.avi,IceDancing,11
WalkingWithDog/v_WalkingWithDog_g20_c01.avi,WalkingWithDog,24
SalsaSpin/v_SalsaSpin_g11_c01.avi,SalsaSpin,15
TrampolineJumping/v_TrampolineJumping_g08_c03.avi,TrampolineJumping,22
CricketBowling/v_CricketBowling_g25_c04.avi,CricketBowling,5
Fencing/v_Fencing_g12_c02.avi,Fencing,7
Surfing/v_Surfing_g20_c04.avi,Surfing,20
CricketBowling/v_CricketBowling_g11_c03.avi,CricketBowling,5
Fencing/v_Fencing_g19_c01.avi,Fencing,7
RopeClimbing/v_RopeClimbing_g13_c04.avi,RopeClimbing,14
Basketball/v_Basketball_g17_c04.avi,Basketball,1
Fencing/v_Fencing_g10_c03.avi,Fencing,7
GolfSwing/v_GolfSwing_g17_c06.avi,GolfSwing,9
Surfing/v_Surfing_g12_c02.avi,Surfing,20
Diving/v_Diving_g14_c01.avi,Diving,6
Skiing/v_Skiing_g18_c04.avi,Skiing,17
Basketball/v_Basketball_g15_c05.avi,Basketball,1
PoleVault/v_PoleVault_g23_c07.avi,PoleVault,13
SkateBoarding/v_SkateBoarding_g19_c04.avi,SkateBoarding,16
VolleyballSpiking/v_VolleyballSpiking_g18_c04.avi,VolleyballSpiking,23
CliffDiving/v_CliffDiving_g19_c01.avi,CliffDiving,4
Fencing/v_Fencing_g22_c03.avi,Fencing,7
WalkingWithDog/v_WalkingWithDog_g17_c01.avi,WalkingWithDog,24
Biking/v_Biking_g12_c02.avi,Biking,3
GolfSwing/v_GolfSwing_g12_c02.avi,GolfSwing,9
GolfSwing/v_GolfSwing_g09_c02.avi,GolfSwing,9
HorseRiding/v_HorseRiding_g10_c03.avi,HorseRiding,10
LongJump/v_LongJump_g15_c04.avi,LongJump,12
SkateBoarding/v_SkateBoarding_g08_c04.avi,SkateBoarding,16
TennisSwing/v_TennisSwing_g11_c02.avi,TennisSwing,21
SalsaSpin/v_SalsaSpin_g11_c05.avi,SalsaSpin,15
BasketballDunk/v_BasketballDunk_g23_c01.avi,BasketballDunk,2
CricketBowling/v_CricketBowling_g11_c06.avi,CricketBowling,5
BasketballDunk/v_BasketballDunk_g20_c02.avi,BasketballDunk,2
TrampolineJumping/v_TrampolineJumping_g15_c04.avi,TrampolineJumping,22
HorseRiding/v_HorseRiding_g14_c06.avi,HorseRiding,10
CliffDiving/v_CliffDiving_g09_c05.avi,CliffDiving,4
Surfing/v_Surfing_g24_c04.avi,Surfing,20
TennisSwing/v_TennisSwing_g16_c03.avi,TennisSwing,21
RopeClimbing/v_RopeClimbing_g15_c04.avi,RopeClimbing,14
Fencing/v_Fencing_g23_c03.avi,Fencing,7
Biking/v_Biking_g18_c02.avi,Biking,3
CricketBowling/v_CricketBowling_g09_c07.avi,CricketBowling,5
HorseRiding/v_HorseRiding_g16_c04.avi,HorseRiding,10
SoccerJuggling/v_SoccerJuggling_g15_c04.avi,SoccerJuggling,19
Biking/v_Biking_g10_c01.avi,Biking,3
Biking/v_Biking_g19_c03.avi,Biking,3
Surfing/v_Surfing_g22_c02.avi,Surfing,20
CricketBowling/v_CricketBowling_g23_c04.avi,CricketBowling,5
IceDancing/v_IceDancing_g09_c04.avi,IceDancing,11
Basketball/v_Basketball_g20_c06.avi,Basketball,1
HorseRiding/v_HorseRiding_g11_c01.avi,HorseRiding,10
SkateBoarding/v_SkateBoarding_g15_c01.avi,SkateBoarding,16
Surfing/v_Surfing_g09_c05.avi,Surfing,20
TennisSwing/v_TennisSwing_g25_c06.avi,TennisSwing,21
SalsaSpin/v_SalsaSpin_g09_c01.avi,SalsaSpin,15
Skijet/v_Skijet_g11_c01.avi,Skijet,18
IceDancing/v_IceDancing_g24_c01.avi,IceDancing,11
PoleVault/v_PoleVault_g25_c07.avi,PoleVault,13
Diving/v_Diving_g12_c03.avi,Diving,6
SoccerJuggling/v_SoccerJuggling_g19_c01.avi,SoccerJuggling,19
GolfSwing/v_GolfSwing_g19_c03.avi,GolfSwing,9
Skiing/v_Skiing_g17_c04.avi,Skiing,17
GolfSwing/v_GolfSwing_g25_c05.avi,GolfSwing,9
GolfSwing/v_GolfSwing_g11_c04.avi,GolfSwing,9
PoleVault/v_PoleVault_g20_c04.avi,PoleVault,13
TennisSwing/v_TennisSwing_g17_c02.avi,TennisSwing,21
Biking/v_Biking_g24_c03.avi,Biking,3
BasketballDunk/v_BasketballDunk_g17_c02.avi,BasketballDunk,2
VolleyballSpiking/v_VolleyballSpiking_g16_c03.avi,VolleyballSpiking,23
BasketballDunk/v_BasketballDunk_g17_c01.avi,BasketballDunk,2
HorseRiding/v_HorseRiding_g19_c01.avi,HorseRiding,10
