Path,Label,LabelInd,IsAugment
LongJump/v_LongJump_g11_c06.avi,LongJump,12,0
LongJump/v_LongJump_g11_c06.avi,LongJump,12,1
LongJump/v_LongJump_g11_c06.avi,LongJump,12,1
LongJump/v_LongJump_g11_c06.avi,LongJump,12,1
LongJump/v_LongJump_g11_c06.avi,LongJump,12,1
SoccerJuggling/v_SoccerJuggling_g14_c01.avi,SoccerJuggling,19,0
SoccerJuggling/v_SoccerJuggling_g14_c01.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g14_c01.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g14_c01.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g14_c01.avi,SoccerJuggling,19,1
HorseRiding/v_HorseRiding_g15_c04.avi,HorseRiding,10,0
HorseRiding/v_HorseRiding_g15_c04.avi,HorseRiding,10,1
HorseRiding/v_HorseRiding_g15_c04.avi,HorseRiding,10,1
HorseRiding/v_HorseRiding_g15_c04.avi,HorseRiding,10,1
HorseRiding/v_HorseRiding_g15_c04.avi,HorseRiding,10,1
IceDancing/v_IceDancing_g12_c06.avi,IceDancing,11,0
IceDancing/v_IceDancing_g12_c06.avi,IceDancing,11,1
IceDancing/v_IceDancing_g12_c06.avi,IceDancing,11,1
IceDancing/v_IceDancing_g12_c06.avi,IceDancing,11,1
IceDancing/v_IceDancing_g12_c06.avi,IceDancing,11,1
TennisSwing/v_TennisSwing_g23_c04.avi,TennisSwing,21,0
TennisSwing/v_TennisSwing_g23_c04.avi,TennisSwing,21,1
TennisSwing/v_TennisSwing_g23_c04.avi,TennisSwing,21,1
TennisSwing/v_TennisSwing_g23_c04.avi,TennisSwing,21,1
TennisSwing/v_TennisSwing_g23_c04.avi,TennisSwing,21,1
SkateBoarding/v_SkateBoarding_g13_c03.avi,SkateBoarding,16,0
SkateBoarding/v_SkateBoarding_g13_c03.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g13_c03.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g13_c03.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g13_c03.avi,SkateBoarding,16,1
TennisSwing/v_TennisSwing_g14_c05.avi,TennisSwing,21,0
TennisSwing/v_TennisSwing_g14_c05.avi,TennisSwing,21,1
TennisSwing/v_TennisSwing_g14_c05.avi,TennisSwing,21,1
TennisSwing/v_TennisSwing_g14_c05.avi,TennisSwing,21,1
TennisSwing/v_TennisSwing_g14_c05.avi,TennisSwing,21,1
RopeClimbing/v_RopeClimbing_g20_c02.avi,RopeClimbing,14,0
RopeClimbing/v_RopeClimbing_g20_c02.avi,RopeClimbing,14,1
RopeClimbing/v_RopeClimbing_g20_c02.avi,RopeClimbing,14,1
RopeClimbing/v_RopeClimbing_g20_c02.avi,RopeClimbing,14,1
RopeClimbing/v_RopeClimbing_g20_c02.avi,RopeClimbing,14,1
LongJump/v_LongJump_g17_c04.avi,LongJump,12,0
LongJump/v_LongJump_g17_c04.avi,LongJump,12,1
LongJump/v_LongJump_g17_c04.avi,LongJump,12,1
LongJump/v_LongJump_g17_c04.avi,LongJump,12,1
LongJump/v_LongJump_g17_c04.avi,LongJump,12,1
CricketBowling/v_CricketBowling_g12_c05.avi,CricketBowling,5,0
CricketBowling/v_CricketBowling_g12_c05.avi,CricketBowling,5,1
CricketBowling/v_CricketBowling_g12_c05.avi,CricketBowling,5,1
CricketBowling/v_CricketBowling_g12_c05.avi,CricketBowling,5,1
CricketBowling/v_CricketBowling_g12_c05.avi,CricketBowling,5,1
Skiing/v_Skiing_g24_c04.avi,Skiing,17,0
Skiing/v_Skiing_g24_c04.avi,Skiing,17,1
Skiing/v_Skiing_g24_c04.avi,Skiing,17,1
Skiing/v_Skiing_g24_c04.avi,Skiing,17,1
Skiing/v_Skiing_g24_c04.avi,Skiing,17,1
RopeClimbing/v_RopeClimbing_g21_c03.avi,RopeClimbing,14,0
RopeClimbing/v_RopeClimbing_g21_c03.avi,RopeClimbing,14,1
RopeClimbing/v_RopeClimbing_g21_c03.avi,RopeClimbing,14,1
RopeClimbing/v_RopeClimbing_g21_c03.avi,RopeClimbing,14,1
RopeClimbing/v_RopeClimbing_g21_c03.avi,RopeClimbing,14,1
Diving/v_Diving_g10_c02.avi,Diving,6,0
Diving/v_Diving_g10_c02.avi,Diving,6,1
Diving/v_Diving_g10_c02.avi,Diving,6,1
Diving/v_Diving_g10_c02.avi,Diving,6,1
Diving/v_Diving_g10_c02.avi,Diving,6,1
HorseRiding/v_HorseRiding_g18_c04.avi,HorseRiding,10,0
HorseRiding/v_HorseRiding_g18_c04.avi,HorseRiding,10,1
HorseRiding/v_HorseRiding_g18_c04.avi,HorseRiding,10,1
HorseRiding/v_HorseRiding_g18_c04.avi,HorseRiding,10,1
HorseRiding/v_HorseRiding_g18_c04.avi,HorseRiding,10,1
Diving/v_Diving_g24_c04.avi,Diving,6,0
Diving/v_Diving_g24_c04.avi,Diving,6,1
Diving/v_Diving_g24_c04.avi,Diving,6,1
Diving/v_Diving_g24_c04.avi,Diving,6,1
Diving/v_Diving_g24_c04.avi,Diving,6,1
GolfSwing/v_GolfSwing_g20_c03.avi,GolfSwing,9,0
GolfSwing/v_GolfSwing_g20_c03.avi,GolfSwing,9,1
GolfSwing/v_GolfSwing_g20_c03.avi,GolfSwing,9,1
GolfSwing/v_GolfSwing_g20_c03.avi,GolfSwing,9,1
GolfSwing/v_GolfSwing_g20_c03.avi,GolfSwing,9,1
PoleVault/v_PoleVault_g14_c04.avi,PoleVault,13,0
PoleVault/v_PoleVault_g14_c04.avi,PoleVault,13,1
PoleVault/v_PoleVault_g14_c04.avi,PoleVault,13,1
PoleVault/v_PoleVault_g14_c04.avi,PoleVault,13,1
PoleVault/v_PoleVault_g14_c04.avi,PoleVault,13,1
LongJump/v_LongJump_g22_c04.avi,LongJump,12,0
LongJump/v_LongJump_g22_c04.avi,LongJump,12,1
LongJump/v_LongJump_g22_c04.avi,LongJump,12,1
LongJump/v_LongJump_g22_c04.avi,LongJump,12,1
LongJump/v_LongJump_g22_c04.avi,LongJump,12,1
VolleyballSpiking/v_VolleyballSpiking_g12_c02.avi,VolleyballSpiking,23,0
VolleyballSpiking/v_VolleyballSpiking_g12_c02.avi,VolleyballSpiking,23,1
VolleyballSpiking/v_VolleyballSpiking_g12_c02.avi,VolleyballSpiking,23,1
VolleyballSpiking/v_VolleyballSpiking_g12_c02.avi,VolleyballSpiking,23,1
VolleyballSpiking/v_VolleyballSpiking_g12_c02.avi,VolleyballSpiking,23,1
Biking/v_Biking_g15_c05.avi,Biking,3,0
Biking/v_Biking_g15_c05.avi,Biking,3,1
Biking/v_Biking_g15_c05.avi,Biking,3,1
Biking/v_Biking_g15_c05.avi,Biking,3,1
Biking/v_Biking_g15_c05.avi,Biking,3,1
PoleVault/v_PoleVault_g20_c06.avi,PoleVault,13,0
PoleVault/v_PoleVault_g20_c06.avi,PoleVault,13,1
PoleVault/v_PoleVault_g20_c06.avi,PoleVault,13,1
PoleVault/v_PoleVault_g20_c06.avi,PoleVault,13,1
PoleVault/v_PoleVault_g20_c06.avi,PoleVault,13,1
Skijet/v_Skijet_g21_c03.avi,Skijet,18,0
Skijet/v_Skijet_g21_c03.avi,Skijet,18,1
Skijet/v_Skijet_g21_c03.avi,Skijet,18,1
Skijet/v_Skijet_g21_c03.avi,Skijet,18,1
Skijet/v_Skijet_g21_c03.avi,Skijet,18,1
SalsaSpin/v_SalsaSpin_g12_c03.avi,SalsaSpin,15,0
SalsaSpin/v_SalsaSpin_g12_c03.avi,SalsaSpin,15,1
SalsaSpin/v_SalsaSpin_g12_c03.avi,SalsaSpin,15,1
SalsaSpin/v_SalsaSpin_g12_c03.avi,SalsaSpin,15,1
SalsaSpin/v_SalsaSpin_g12_c03.avi,SalsaSpin,15,1
CricketBowling/v_CricketBowling_g17_c03.avi,CricketBowling,5,0
CricketBowling/v_CricketBowling_g17_c03.avi,CricketBowling,5,1
CricketBowling/v_CricketBowling_g17_c03.avi,CricketBowling,5,1
CricketBowling/v_CricketBowling_g17_c03.avi,CricketBowling,5,1
CricketBowling/v_CricketBowling_g17_c03.avi,CricketBowling,5,1
Diving/v_Diving_g09_c06.avi,Diving,6,0
Diving/v_Diving_g09_c06.avi,Diving,6,1
Diving/v_Diving_g09_c06.avi,Diving,6,1
Diving/v_Diving_g09_c06.avi,Diving,6,1
Diving/v_Diving_g09_c06.avi,Diving,6,1
Diving/v_Diving_g21_c02.avi,Diving,6,0
Diving/v_Diving_g21_c02.avi,Diving,6,1
Diving/v_Diving_g21_c02.avi,Diving,6,1
Diving/v_Diving_g21_c02.avi,Diving,6,1
Diving/v_Diving_g21_c02.avi,Diving,6,1
IceDancing/v_IceDancing_g14_c01.avi,IceDancing,11,0
IceDancing/v_IceDancing_g14_c01.avi,IceDancing,11,1
IceDancing/v_IceDancing_g14_c01.avi,IceDancing,11,1
IceDancing/v_IceDancing_g14_c01.avi,IceDancing,11,1
IceDancing/v_IceDancing_g14_c01.avi,IceDancing,11,1
WalkingWithDog/v_WalkingWithDog_g18_c04.avi,WalkingWithDog,24,0
WalkingWithDog/v_WalkingWithDog_g18_c04.avi,WalkingWithDog,24,1
WalkingWithDog/v_WalkingWithDog_g18_c04.avi,WalkingWithDog,24,1
WalkingWithDog/v_WalkingWithDog_g18_c04.avi,WalkingWithDog,24,1
WalkingWithDog/v_WalkingWithDog_g18_c04.avi,WalkingWithDog,24,1
SkateBoarding/v_SkateBoarding_g22_c01.avi,SkateBoarding,16,0
SkateBoarding/v_SkateBoarding_g22_c01.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g22_c01.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g22_c01.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g22_c01.avi,SkateBoarding,16,1
Basketball/v_Basketball_g23_c06.avi,Basketball,1,0
Basketball/v_Basketball_g23_c06.avi,Basketball,1,1
Basketball/v_Basketball_g23_c06.avi,Basketball,1,1
Basketball/v_Basketball_g23_c06.avi,Basketball,1,1
Basketball/v_Basketball_g23_c06.avi,Basketball,1,1
Skiing/v_Skiing_g15_c05.avi,Skiing,17,0
Skiing/v_Skiing_g15_c05.avi,Skiing,17,1
Skiing/v_Skiing_g15_c05.avi,Skiing,17,1
Skiing/v_Skiing_g15_c05.avi,Skiing,17,1
Skiing/v_Skiing_g15_c05.avi,Skiing,17,1
SkateBoarding/v_SkateBoarding_g25_c01.avi,SkateBoarding,16,0
SkateBoarding/v_SkateBoarding_g25_c01.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g25_c01.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g25_c01.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g25_c01.avi,SkateBoarding,16,1
SalsaSpin/v_SalsaSpin_g08_c03.avi,SalsaSpin,15,0
SalsaSpin/v_SalsaSpin_g08_c03.avi,SalsaSpin,15,1
SalsaSpin/v_SalsaSpin_g08_c03.avi,SalsaSpin,15,1
SalsaSpin/v_SalsaSpin_g08_c03.avi,SalsaSpin,15,1
SalsaSpin/v_SalsaSpin_g08_c03.avi,SalsaSpin,15,1
Surfing/v_Surfing_g23_c04.avi,Surfing,20,0
Surfing/v_Surfing_g23_c04.avi,Surfing,20,1
Surfing/v_Surfing_g23_c04.avi,Surfing,20,1
Surfing/v_Surfing_g23_c04.avi,Surfing,20,1
Surfing/v_Surfing_g23_c04.avi,Surfing,20,1
Skijet/v_Skijet_g17_c04.avi,Skijet,18,0
Skijet/v_Skijet_g17_c04.avi,Skijet,18,1
Skijet/v_Skijet_g17_c04.avi,Skijet,18,1
Skijet/v_Skijet_g17_c04.avi,Skijet,18,1
Skijet/v_Skijet_g17_c04.avi,Skijet,18,1
Diving/v_Diving_g12_c04.avi,Diving,6,0
Diving/v_Diving_g12_c04.avi,Diving,6,1
Diving/v_Diving_g12_c04.avi,Diving,6,1
Diving/v_Diving_g12_c04.avi,Diving,6,1
Diving/v_Diving_g12_c04.avi,Diving,6,1
Skiing/v_Skiing_g18_c03.avi,Skiing,17,0
Skiing/v_Skiing_g18_c03.avi,Skiing,17,1
Skiing/v_Skiing_g18_c03.avi,Skiing,17,1
Skiing/v_Skiing_g18_c03.avi,Skiing,17,1
Skiing/v_Skiing_g18_c03.avi,Skiing,17,1
SkateBoarding/v_SkateBoarding_g16_c03.avi,SkateBoarding,16,0
SkateBoarding/v_SkateBoarding_g16_c03.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g16_c03.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g16_c03.avi,SkateBoarding,16,1
SkateBoarding/v_SkateBoarding_g16_c03.avi,SkateBoarding,16,1
FloorGymnastics/v_FloorGymnastics_g11_c02.avi,FloorGymnastics,8,0
FloorGymnastics/v_FloorGymnastics_g11_c02.avi,FloorGymnastics,8,1
FloorGymnastics/v_FloorGymnastics_g11_c02.avi,FloorGymnastics,8,1
FloorGymnastics/v_FloorGymnastics_g11_c02.avi,FloorGymnastics,8,1
FloorGymnastics/v_FloorGymnastics_g11_c02.avi,FloorGymnastics,8,1
Surfing/v_Surfing_g09_c03.avi,Surfing,20,0
Surfing/v_Surfing_g09_c03.avi,Surfing,20,1
Surfing/v_Surfing_g09_c03.avi,Surfing,20,1
Surfing/v_Surfing_g09_c03.avi,Surfing,20,1
Surfing/v_Surfing_g09_c03.avi,Surfing,20,1
CricketBowling/v_CricketBowling_g23_c02.avi,CricketBowling,5,0
CricketBowling/v_CricketBowling_g23_c02.avi,CricketBowling,5,1
CricketBowling/v_CricketBowling_g23_c02.avi,CricketBowling,5,1
CricketBowling/v_CricketBowling_g23_c02.avi,CricketBowling,5,1
CricketBowling/v_CricketBowling_g23_c02.avi,CricketBowling,5,1
SalsaSpin/v_SalsaSpin_g21_c03.avi,SalsaSpin,15,0
SalsaSpin/v_SalsaSpin_g21_c03.avi,SalsaSpin,15,1
SalsaSpin/v_SalsaSpin_g21_c03.avi,SalsaSpin,15,1
SalsaSpin/v_SalsaSpin_g21_c03.avi,SalsaSpin,15,1
SalsaSpin/v_SalsaSpin_g21_c03.avi,SalsaSpin,15,1
BasketballDunk/v_BasketballDunk_g22_c03.avi,BasketballDunk,2,0
BasketballDunk/v_BasketballDunk_g22_c03.avi,BasketballDunk,2,1
BasketballDunk/v_BasketballDunk_g22_c03.avi,BasketballDunk,2,1
BasketballDunk/v_BasketballDunk_g22_c03.avi,BasketballDunk,2,1
BasketballDunk/v_BasketballDunk_g22_c03.avi,BasketballDunk,2,1
SoccerJuggling/v_SoccerJuggling_g13_c04.avi,SoccerJuggling,19,0
SoccerJuggling/v_SoccerJuggling_g13_c04.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g13_c04.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g13_c04.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g13_c04.avi,SoccerJuggling,19,1
GolfSwing/v_GolfSwing_g15_c04.avi,GolfSwing,9,0
GolfSwing/v_GolfSwing_g15_c04.avi,GolfSwing,9,1
GolfSwing/v_GolfSwing_g15_c04.avi,GolfSwing,9,1
GolfSwing/v_GolfSwing_g15_c04.avi,GolfSwing,9,1
GolfSwing/v_GolfSwing_g15_c04.avi,GolfSwing,9,1
LongJump/v_LongJump_g11_c03.avi,LongJump,12,0
LongJump/v_LongJump_g11_c03.avi,LongJump,12,1
LongJump/v_LongJump_g11_c03.avi,LongJump,12,1
LongJump/v_LongJump_g11_c03.avi,LongJump,12,1
LongJump/v_LongJump_g11_c03.avi,LongJump,12,1
Diving/v_Diving_g12_c05.avi,Diving,6,0
Diving/v_Diving_g12_c05.avi,Diving,6,1
Diving/v_Diving_g12_c05.avi,Diving,6,1
Diving/v_Diving_g12_c05.avi,Diving,6,1
Diving/v_Diving_g12_c05.avi,Diving,6,1
SoccerJuggling/v_SoccerJuggling_g10_c04.avi,SoccerJuggling,19,0
SoccerJuggling/v_SoccerJuggling_g10_c04.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g10_c04.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g10_c04.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g10_c04.avi,SoccerJuggling,19,1
Basketball/v_Basketball_g12_c01.avi,Basketball,1,0
Basketball/v_Basketball_g12_c01.avi,Basketball,1,1
Basketball/v_Basketball_g12_c01.avi,Basketball,1,1
Basketball/v_Basketball_g12_c01.avi,Basketball,1,1
Basketball/v_Basketball_g12_c01.avi,Basketball,1,1
Surfing/v_Surfing_g09_c01.avi,Surfing,20,0
Surfing/v_Surfing_g09_c01.avi,Surfing,20,1
Surfing/v_Surfing_g09_c01.avi,Surfing,20,1
Surfing/v_Surfing_g09_c01.avi,Surfing,20,1
Surfing/v_Surfing_g09_c01.avi,Surfing,20,1
FloorGymnastics/v_FloorGymnastics_g14_c04.avi,FloorGymnastics,8,0
FloorGymnastics/v_FloorGymnastics_g14_c04.avi,FloorGymnastics,8,1
FloorGymnastics/v_FloorGymnastics_g14_c04.avi,FloorGymnastics,8,1
FloorGymnastics/v_FloorGymnastics_g14_c04.avi,FloorGymnastics,8,1
FloorGymnastics/v_FloorGymnastics_g14_c04.avi,FloorGymnastics,8,1
SoccerJuggling/v_SoccerJuggling_g09_c04.avi,SoccerJuggling,19,0
SoccerJuggling/v_SoccerJuggling_g09_c04.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g09_c04.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g09_c04.avi,SoccerJuggling,19,1
SoccerJuggling/v_SoccerJuggling_g09_c04.avi,SoccerJuggling,19,1
IceDancing/v_IceDancing_g23_c07.avi,IceDancing,11,0
IceDancing/v_IceDancing_g23_c07.avi,IceDancing,11,1
IceDancing/v_IceDancing_g23_c07.avi,IceDancing,11,1
IceDancing/v_IceDancing_g23_c07.avi,IceDancing,11,1
IceDancing/v_IceDancing_g23_c07.avi,IceDancing,11,1
TrampolineJumping/v_TrampolineJumping_g23_c03.avi,TrampolineJumping,22,0
TrampolineJumping/v_TrampolineJumping_g23_c03.avi,TrampolineJumping,22,1
TrampolineJumping/v_TrampolineJumping_g23_c03.avi,TrampolineJumping,22,1
TrampolineJumping/v_TrampolineJumping_g23_c03.avi,TrampolineJumping,22,1
TrampolineJumping/v_TrampolineJumping_g23_c03.avi,TrampolineJumping,22,1
Surfing/v_Surfing_g19_c04.avi,Surfing,20,0
Surfing/v_Surfing_g19_c04.avi,Surfing,20,1
Surfing/v_Surfing_g19_c04.avi,Surfing,20,1
Surfing/v_Surfing_g19_c04.avi,Surfing,20,1
Surfing/v_Surfing_g19_c04.avi,Surfing,20,1
FloorGymnastics/v_FloorGymnastics_g12_c04.avi,FloorGymnastics,8,0
FloorGymnastics/v_FloorGymnastics_g12_c04.avi,FloorGymnastics,8,1
FloorGymnastics/v_FloorGymnastics_g12_c04.avi,FloorGymnastics,8,1
FloorGymnastics/v_FloorGymnastics_g12_c04.avi,FloorGymnastics,8,1
FloorGymnastics/v_FloorGymnastics_g12_c04.avi,FloorGymnastics,8,1
Skijet/v_Skijet_g12_c01.avi,Skijet,18,0
Skijet/v_Skijet_g12_c01.avi,Skijet,18,1
Skijet/v_Skijet_g12_c01.avi,Skijet,18,1
Skijet/v_Skijet_g12_c01.avi,Skijet,18,1
Skijet/v_Skijet_g12_c01.avi,Skijet,18,1
TrampolineJumping/v_TrampolineJumping_g09_c03.avi,TrampolineJumping,22,0
TrampolineJumping/v_TrampolineJumping_g09_c03.avi,TrampolineJumping,22,1
TrampolineJumping/v_TrampolineJumping_g09_c03.avi,TrampolineJumping,22,1
TrampolineJumping/v_TrampolineJumping_g09_c03.avi,TrampolineJumping,22,1
TrampolineJumping/v_TrampolineJumping_g09_c03.avi,TrampolineJumping,22,1
TennisSwing/v_TennisSwing_g19_c06.avi,TennisSwing,21,0
TennisSwing/v_TennisSwing_g19_c06.avi,TennisSwing,21,1
